8017443621008;LB131/1WW2;LÂMPADA E27 12W=75W 230V GLOBO 3000K 1000LM BRANCO QUENTE;1;A18;;
5948636030198;RC-AC-AIRLOAD;TELECOMANDO P/ AR CONDICIONADO UNIVERSAL;140;S30;;
5609711010107;UTP5E305;CABO UTP CAT5E 4XAWG24 FLEXIVEL 305M CINZENTO;1830;;;ARM09
5609711010114;SI-129B-40;FERRO DE SOLDAR 40W RESISTÊNCIA CERÂMICA PROSKIT;0;E10;;
4891199001123;GP2016-BP5;PILHA LITHIUM BOTÃO CR2016 3V 75MA 5X BLISTER GP;44;S27;;
8433340001338;LLPR10006CW(S);PAINEL LEDS REDONDO 6W 100MM BRANCO FRIO 360LM;38;S07;;
5420047130549;MAD-CENTER100UK;COLUNA CENTRO AMPLIFICADA USB/BT/SD 2X3" 100W UK MADISON;3;;;
5420047132642;PARTY-PAR6;PROJETOR PAR C/ 6 LEDS 1.5W CREE RGB MIC PARTY;8;Q05;;
5420047132635;PARTY-ASTRO6;PROJETOR LUZ C/ 6 LEDS 1W RGBWAV MIC PARTY;27;Q04 /Q13;;
5420047132673;PARTY-DERBY6;PROJETOR LUZ C/ 6 LEDS RGBWAV 1W BRANCO PARTY;22;Q04;;
5420047132666;PARTY-MINIWAVE;PROJETOR LUZ C/ 1 LED 9W RGB EFEITO SPIN PARTY;3;Q04;;
5420047132734;PARTY-SPOT7;MOVING HEAD MINI 1 LED CREE BRANCO 10W GOBO DMX MIC PARTY;3;Q06;;
5420047132659;PARTY-TRIFX;PACK PROJETOR RGB + PROJETOR ASTRO RGB + STROBE LED PARTY;2;Q04;;
5420047129475;FREESOUND65-WH;COLUNA BLUETOOTH PORTÁTIL BRANCO 100W USB/BT/FM/AUX/BAT LTC;12;;;
5609711010244;VENT45WR;VENTOINHA DE PÉ 45W 230V 40CM;9;G02;;
5609711010251;BLENDER300W;LIQUIDIFICADOR 300W C/ 2 COPOS 600ML;7;J01;;
8006012321968;MKC-01B7;ALIMENTADOR COMPACTO COMUTADO 5-15V 1.5A 22.5W;21;H05;;
5609711010275;AG-151;TOMADA ELÉTRICA C/ 1 SAÍDA IP44 BLISTER;21;H01;;
8006012302776;LLE14V06WW(M);LÂMPADA E14 5.5W=38W 230V LED VELA BRANCO QUENTE 500LM;94;M05;;
8006012302974;LLE27G14CW(M);LÂMPADA E27 14W=83W 230V LEDS GLOBO G90 BRANCO FRIO 1230LM;37;M05;;
5609711010367;FL53RGB;FITA 3000 LEDS 5050 IMPERMEÁVEL RGB 220V PROK;50;O04;;
5420047132789;MS5-150;COLUNA AMPLIFICADA P/GUITARRA 5" 150W USB/BT IBIZA;5;R10;;
5420047134929;DS30;SUPORTE DJ 110CM IBIZA;1;;;
5420047134554;PARLED-302IR;PROJETOR LUZ C/ 30 LEDS 70W RGBA-UV DMX COMANDO IBIZA;2;Q06;;
5420047134363;PA215-IBIZA;COLUNA PASSIVA 2X15" 800W IBIZA;2;;;
5420047134592;LLS500RGB-FX;FITA 150 LEDS RGB 12V 5M IP44 DIGITAL COMAN/LIMENTADOR IBIZA;17;R13;;
5420047130686;PARBAT-RGB3;PROJETOR LUZ C/ 12 LEDS 3W RGB BATERIA COMANDO DMX IBIZA;1;Q06;;
5900495615442;SAMBA18-BR;LÂMPADA E27 18W LED + CABO SUSPENSÃO 4000K 1620LM CASTANHO;8;C17;;
5609711034875;CVC101LA;CÂMARA VIGILÂNCIA 4IN1 AHD/CVI/TVI/CVBS 2MP IP66 PROK;0;;;
5900495613646;SP-200;TAPETE UNIVERSAL TELEMÓVEL ANTI-DERRAPANTE;14;H15;;
5609711034882;CVC111LA;CÂMARA VIGILÂNCIA DOME 4IN1 AHD/CVI/TVI/CVBS 2MP IP66 PROK;0;;;
5900495615435;SAMBA18-Y;LÂMPADA E27 18W LED + CABO SUSPENSÃO 4000K 1620LM AMARELO;10;C17;;
5609711034899;CVC131LA;CÂMARA VIGILÂNCIA DOME 4IN1 AHD/CVI/TVI/CVBS 2MP IP66 PROK;0;;;
5900495615398;SAMBA18-BK;LÂMPADA E27 18W LED + CABO SUSPENSÃO 4000K 1620LM PRETO;0;C17;;
5906736073538;HROBVAC2;ROBOT ASPIRADOR INTELIGENTE 300ML+100ML 800PA 2600MA;0;;;
5900495615404;SAMBA18-R;LÂMPADA E27 18W LED + CABO SUSPENSÃO 4000K 1620LM VERMELHO;10;C17;;
5706751022890;ASA-60;ALARME DE PORTAS E JANELAS MAGNÉTICO P/ HSA-120 DENVER;0;;;
5609711010305;TE3CB1PLUS;TOMADA ELÉTRICA 3 SAÍDAS INTERRUPTORES PROTEÇÃO 1.5M;26;;H02-13;
5609711010374;FAI12V-20AS(R);FONTE DE ALIMENTAÇÃO INDUSTRIAL SLIM 12V 250W 20A;11;N06;;
5609711010381;FAI12V-33AS;FONTE DE ALIMENTAÇÃO INDUSTRIAL 12V 400W 33.5A PROK;2;N07;;
5609711010398;LLB60AWC;BARRA 1M 60 LEDS 5050 SMD PROVA AGUA BRANCO FRIO 12V PROK;2;S06;;
5609711010404;FL50/UP2;UNIÃO BORRACHA P/ FITA LEDS 2P MONOCOR IP65 PROK;78;;O14-13;
5900495527509;BMS-200;MICROFONE C/ COLUNA BLUETOOTH;18;H16;;
5410329664961;VTBB7;CONJUNTO DE PLACAS P/ MINI PLACAS DE ENSAIO 4X VELLEMAN;4;;D09-14;
5410329647889;VTLLAMP10N;CANDEEIRO C/ LUPA BANCADA 5 DIOPTRIAS 30 LEDS 6W VELLEMAN;3;L08;;
5410329665067;WJW010;KIT 10 SHUNTES MACHO MACHO 5.9" VELLEMAN;15;;D10-11;
5410329665074;WJW011;KIT 10 SHUNTES MACHO FÊMEA 5.9" VELLEMAN;21;;D10-11;
5410329665081;WJW012;KIT 10 SHUNTES FÊMEA FÊMEA 5.9" VELLEMAN;22;;D10-11;
5410329664985;WJW140;KIT 140 SHUNTES VELLEMAN;1;;D10-11;
5410329664978;WJW351;KIT 350 SHUNTES VELLEMAN;2;;D10-11;
5410329666781;K8118;KIT DETECTOR SOM ULTRASONICO VELLEMAN;1;;;
8425998084023;08402;EXTRATOR DE AR 13W 98MM 120M3;4;H09;;
8425998084030;08403;EXTRATOR DE AR 16W 118MM 180M3;10;H08;;
8429760601050;44034;SUPORTE PARA LÂMPADA E27 PRETO C/ INTERRUPTOR;12;H09;;
5609711011012;DUN012;LANTERNA DE CABEÇA 7 LEDS DUNLOP;26;F03;;
5609711011043;DUN043;ESCOVA LIMPEZA VIDROS TELESCÓPICA 70-110CM DUNLOP;24;F04;;
5609711011067;DUN067;CADEADO ESPIRAL 90CM 6MM DUNLOP;35;F04;;
5609711011050;FAS12V5AK(C);ALIMENTADOR SWITCHING 12V 5A PROK;77;O09;;
5609711011593;SCREW02PG5;BLOCO DE TERMINAIS C/ 2P DE 5MM VELLEMAN;90;;D07-09;
5609711011074;DUN074;CADEADO CORRENTE 1.2M 3MM DUNLOP;16;F04;;
5609711011616;DIGIVOL90A;VOLTIMETRO DIGITAL LED VERMELHO 0V-99.9VDC PAINEL PROK;39;;C08-22;
5609711011081;DUN081;CADEADO ESPIRAL 65CM 12MM DUNLOP;42;F04;;
5412810254064;IM20;MÁQUINA DE GELADOS 1.2LT;1;P09;;
5609711011630;SCREW03;BLOCO DE TERMINAIS C/ 3P DE 5MM VELLEMAN;35;;D07-09;
5609711011104;DUN104;TAPETES UNIVERSAIS PRETOS DUNLOP;41;E17;;
5609711011609;VR-GEAR3;ÓCULOS DE REALIDADE VIRTUAL 3D P/ ANDROID E IOS;47;F09;;
5609711011647;MK11;RAQUETE MOSQUITEIRO ELÉTRICA;10;P10;;
5609711011111;DUN111;BOMBA MANUAL DE PÉ C/ ADAPTADOR DUNLOP;16;F03;;
5609711011128;DUN128;MEDIDOR DE PRESSÃO PNEUS ANALÓGICO DUNLOP;18;F02;;
5609711011142;DUN142;MEDIDOR DE PRESSÃO PNEUS DIGITAL LED DUNLOP;8;F01;;
5609711011159;DUN159;CHAVE DE RODAS EM CRUZ 17/19/21/23 DUNLOP;11;F03;;
5609711011579;VEN018;VENTOINHA 12V 60X60X10MM 2 FIOS;12;;H14-11;
5609711011586;PK-USBTESTER02;TESTADOR USB 3-9V PROK;39;;C01-01;
5609711011166;DUN166;CAPA AUTOMÓVEL DUNLOP;8;E17;;
5412810248360;DVRDCD20;RELÓGIO SECRETÁRIA C/ CÂMARA DE VÍDEO FULL HD INCORPORADA;1;P09;;
5609711011173;DUN173;CHAVE PNEUS TELESCÓPICA17/19/21/23 DUNLOP;7;F02;;
5609711011180;DUN180;MACACO EM TESOURA P/ AUTOMÓVEL ATÉ 1500KG DUNLOP;8;F03;;
5609711011234;DUN234;CONJUNTO CORDAS ELÁSTICAS SEGURANÇA 2X 50CM DUNLOP;15;F02;;
5609711011241;DUN241;CONJUNTO CORDAS ELÁSTICAS SEGURANÇA 2X 1M DUNLOP;24;F04;;
5609711011258;DUN258;CONJUNTO CORDAS ELÁSTICAS SEGURANÇA 2X 50CM DUNLOP;17;F02;;
5609711011265;DUN265;CONJUNTO CORDAS ELÁSTICAS SEGURANÇA 2X 1M DUNLOP;19;F02;;
5609711011272;DUN272;CONJUNTO CORDAS ELÁSTICAS SEGURANÇA 2X 1.5M DUNLOP;12;F03;;
5609711011289;DUN223;CORDA REBOQUE C/ GANCHO 3000KG 4M DUNLOP;9;F03;;
5609711011296;DUN230;CORDA REBOQUE C/ GANCHO 5000KG 4M DUNLOP;12;F03;;
5609711011302;DUN302;CONJUNTO CABOS BATERIA ARRANQUE 400A 3M DUNLOP;14;F02;;
5609711011319;DUN319;CONJUNTO CINTAS/CORDAS SEGURANÇA 6X DUNLOP;12;F02;;
5609711011333;DUN333;CONJUNTO CINTAS SEGURANÇA 2X5M DUNLOP;35;F02;;
5609711011357;DUN357;CINTA DE AMARRAÇÃO DE CARGA C/ ROQUETE 5M 125KG DUNLOP;24;F01;;
5609711011364;DUN364;ESPONJA MICROFIBRAS DUNLOP;93;F03;;
5609711011371;DUN371;ESCOVA LIMPEZA VIDROS 20CM DUNLOP;65;F02;;
5609711011388;DUN388;LANTERNA 3 LEDS EXTENSÍVEL MAGNÉTICA FLEXÍVEL DUNLOP;12;F01;;
5609711011395;DUN395;MINI LANTERNA 5 LED P/ CAMPISMO DUNLOP;12;F02;;
5609711011401;DUN401;CHAMPÔ AUTO 500ML DUNLOP;359;E16;;
5609711011418;DUN418;SPRAY DE 500ML LIMPEZA PNEUS DUNLOP;99;E16;;
5609711011425;DUN425;SPRAY DE 500ML REMOVEDOR INSECTOS DUNLOP;53;E16;;
5609711011432;DUN432;SPRAY DE 500ML LIMPEZA TABLIER DUNLOP;192;E16;;
5609711011449;DUN449;SPRAY DE 500ML CERA LIQUIDA DUNLOP;148;E16;;
5609711011456;DUN456;SPRAY DE 500ML LIMPEZA VIDROS DUNLOP;195;E16;;
5609711011463;DUN463;SPRAY DE 500ML LIMPEZA JANTES DUNLOP;202;E16;;
5609711011470;DUN470;SPRAY DE 500ML LIMPEZA ESTOFOS TECIDO DUNLOP;75;E16;;
5609711011494;DUN494;CORRENTES NEVE AUTOMÓVEL DUNLOP;1;F02;;
5609711011500;DUN500;LUVAS TRABALHO COURO L DUNLOP;30;F01;;
5609711011524;ANT002;ANTENA TELESCÓPICA GEMEA DE TV;32;E18;;
5901890019705;TSA0805;BALANÇA COZINHA DIGITAL 5KG C/ RECIPIENTE 1.8L TEESA;1;N11;;
5609711011678;AUTO678;ANTENA AM/FM UNIVERSAL P/ AUTOMÓVEL;80;E19;;
5901890012799;TSA1520W;FERVEDOR DE ÁGUA ELÉTRICO 2200W 1.7L TEESA;0;E18;;
5609711011708;KRS1260;INTERRUPTOR MICRO SWITCH 12X12MM ALTURA 6MM;124;;D05-03;
5609711011715;KRS6060;INTERRUPTOR MICRO SWITCH 6X6MM ALTURA 6MM;125;;D05-03;
5901890011297;TSA2025;FERRO DE ENGOMAR A VAPOR 2400W TEESA;3;N10;;
5609711011739;PELTIER3;REFRIGERADOR TERMOELÉCTRICO DE PELTIER 9A 15.2V 67ºC;13;;D06-03;
5609711011746;PELTIER4;REFRIGERADOR TERMOELÉCTRICO DE PELTIER 669MA 4.8V 100ºC;20;;D06-03;
5901890020787;TSA3535;LIQUIDIFICADOR 300W C/ 2 COPOS 500ML TEESA;2;N10;;
5609711011753;VR25SS380V;RELÉ 3-32VDC INTERRUPTOR UNIPOLAR 25A/380V SÓLIDO;14;;D09-12;
5901890011396;TSA3005;ESPREMEDOR DE CITRINOS 40W 1.2L TEESA;0;N10;;
5901890026390;TSA5010;MÁQUINA LIMPEZA VIDROS TEESA;4;N11;;
5609711011760;VR40SS380V;RELÉ 3-32VDC INTERRUPTOR UNIPOLAR 40A/380V SÓLIDO;1;;D09-12;
5901890027724;TSA5012;ASPIRADOR VERTICAL 2 EM 1 TEESA;1;N10;;
5609711011869;TRIPEMIC08;SUPORTE P/ MICROFONE PROFISSIONAL;29;E18;;ARM09
5900495557988;TWE-100BK;AUSCULTADORES BLUETOOTH V4.2 MIC PRETOS;1;;H17-16;
5420047133427;PARTY-200UHF;CENTRAL MICROFONE S/ FIOS 2 CANAIS UHF 863.2/864.2MHZ PARTY;20;R10;R10;ARM09
5609711013245;PKAUS03W;ADAPTADOR FICHA ISQUEIRO 12V/24V / 2 USB 5V 2A PROK;1;;C07-04;
5609711013252;VSPC10W;ALTIFALANTE CORNETA PA 100V 10W 6" ABS BRANCO;3;V05;;
5420047133274;PARTY-KUBE300;COLUNA AMPLIFICADA 8" USB/BT/BAT/MIC VHF C/ PROJ. RGB PARTY;2;;;
5609711013283;PACK TOOLS01;PACK FERRAMENTAS 8S005+LPC01+DP-366J+8PK-S118B PROSKIT;-17;;;
8017443633018;JO395/6060/06NW;PAINEL LEDS QUADRADO 24W 600X600MM BRANCO NATURAL 3400LM;5;;;
8017443636736;JO430/010NW;FOCO LED 10W 230V BRANCO NATURAL 900LM IP65 SLIM JOLIGHT;6;A17;;
8017443636743;JO430/020NW;FOCO LED 20W 230V BRANCO NATURAL 1800LM IP65 SLIM JOLIGHT;3;A17;;
8017443636750;JO430/030NW;FOCO LED 30W 230V BRANCO NATURAL 2700LM IP65 SLIM JOLIGHT;9;;;
8017443592841;JO437/010NW;FOCO LED 10W 230V BRANCO NATURAL 750LM IP65 SLIM JOLIGHT;2;A18;;
8425998353457;35345;LÂMPADA R7S 120W=150W 230V ECO-HALOG 118MM 2225LM;76;;H07-21;
5609711868326;89400-T08;CHAVE TORX T08 165MM PROSKIT;5;D12;;
8006012249453;902A;INTERCOMUNICADORES S/ FIOS MKC;2;;H05-07;
5609711868333;CFL15RGB12;CONTROLADOR P/ FITA LEDS MONOCOR 12V PROK;28;;C08-03;
8006012262285;MKC-2612T;CARREGADOR DE BATERIAS 2-6-12V C/ PROTEÇÃO MKC;7;H05;;
5609711868401;FAVUNI3;FICHA ADAPTADORA VIAGEM UNIVERSAL BRANCO PROK;0;;C06-02;
5609711868340;CFL16RGB12;CONTROLADOR P/ FITA LEDS RGB 12V PROK;70;;C08-03;
5609711868357;CFL17RGB12;CONTROLADOR P/ FITA LEDS RGB 12V C/COMANDO PROK;34;C20;C08-03;
